PARENT_KEY_ID             ,PO_ITEM_POS,PRODUCT_GUID_NODE_KEY    ,CURRENCY_CODE,GROSS_AMOUNT        ,NET_AMOUNT          ,TAX_AMOUNT          
74867AD200E41EDBA5D8B0C98DCBC052  ,20,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,246.33,207,39.33
74867AD200E41EDBA5D8B0C98DCBC052  ,30,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,"1,067.43",897,170.43
74867AD200E41EDBA5D8B0C98DCBC052  ,40,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,"1,606.46","1,349.97",256.49
74867AD200E41EDBA5D8B0C98DCBC052  ,50,74867AD200E41EDBA5D8B06B26F16052  ,USD          ,164.22,138,26.22
74867AD200E41EDBA5D8B0C98DCBC052  ,60,74867AD200E41EDBA5D8B06B26EBC052  ,USD          ,355.81,299,56.81
74867AD200E41EDBA5D8B0C98DCBC052  ,70,74867AD200E41EDBA5D8B06B26F70052  ,USD          ,"1,070.98",899.98,171
74867AD200E41EDBA5D8B0C98DCBE052  ,10,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"1,426.81","1,199.00",227.81
74867AD200E41EDBA5D8B0C98DCBE052  ,20,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
74867AD200E41EDBA5D8B0C98DCBE052  ,30,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,821.1,690,131.1
74867AD200E41EDBA5D8B0C98DCBE052  ,40,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DCBE052  ,50,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,8.21,6.9,1.31
74867AD200E41EDBA5D8B0C98DCBE052  ,60,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,821.1,690,131.1
74867AD200E41EDBA5D8B0C98DCBE052  ,70,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DCBE052  ,80,74867AD200E41EDBA5D8B06B26F28052  ,EUR          ,5.47,4.6,0.87
74867AD200E41EDBA5D8B0C98DCBE052  ,90,74867AD200E41EDBA5D8B06B26ECE052  ,EUR          ,"1,231.65","1,035.00",196.65
74867AD200E41EDBA5D8B0C98DCBE052  ,100,74867AD200E41EDBA5D8B06B26F82052  ,EUR          ,"4,280.43","3,597.00",683.43
74867AD200E41EDBA5D8B0C98DCC0052  ,10,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
74867AD200E41EDBA5D8B0C98DCC0052  ,20,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,120.43,101.2,19.23
74867AD200E41EDBA5D8B0C98DCC0052  ,30,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
74867AD200E41EDBA5D8B0C98DCC0052  ,40,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
74867AD200E41EDBA5D8B0C98DCC0052  ,50,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
74867AD200E41EDBA5D8B0C98DCC0052  ,60,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,240.86,202.4,38.46
74867AD200E41EDBA5D8B0C98DCC0052  ,70,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,596.19,501,95.19
74867AD200E41EDBA5D8B0C98DCC0052  ,80,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
74867AD200E41EDBA5D8B0C98DCC0052  ,90,74867AD200E41EDBA5D8B06B26F58052  ,USD          ,397.46,334,63.46
74867AD200E41EDBA5D8B0C98DCC0052  ,100,74867AD200E41EDBA5D8B06B26EFE052  ,USD          ,361.28,303.6,57.68
74867AD200E41EDBA5D8B0C98DCC2052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"3,173.73","2,667.00",506.73
74867AD200E41EDBA5D8B0C98DCC2052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,224.91,189,35.91
74867AD200E41EDBA5D8B0C98DCC2052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0C98DCC2052  ,40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCC2052  ,50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"1,057.91",889,168.91
74867AD200E41EDBA5D8B0C98DCC2052  ,60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCC2052  ,70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"1,057.91",889,168.91
74867AD200E41EDBA5D8B0C98DCC2052  ,80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCC4052  ,10,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,892.5,750,142.5
74867AD200E41EDBA5D8B0C98DCC4052  ,20,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,"3,209.43","2,697.00",512.43
74867AD200E41EDBA5D8B0C98DCC4052  ,30,74867AD200E41EDBA5D8B06B26EEC052  ,BRL          ,49.98,42,7.98
74867AD200E41EDBA5D8B0C98DCC4052  ,40,74867AD200E41EDBA5D8B06B26FA0052  ,BRL          ,297.5,250,47.5
74867AD200E41EDBA5D8B0C98DCC4052  ,50,74867AD200E41EDBA5D8B06B26F46052  ,BRL          ,"1,069.81",899,170.81
74867AD200E41EDBA5D8B0C98DCC6052  ,10,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0C98DCC6052  ,20,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0C98DCC6052  ,30,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0C98DCC6052  ,40,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0C98DCC6052  ,50,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0C98DCC8052  ,10,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,342.72,288,54.72
74867AD200E41EDBA5D8B0C98DCC8052  ,20,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
74867AD200E41EDBA5D8B0C98DCC8052  ,30,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
74867AD200E41EDBA5D8B0C98DCC8052  ,40,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,317.73,267,50.73
74867AD200E41EDBA5D8B0C98DCC8052  ,50,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,685.44,576,109.44
74867AD200E41EDBA5D8B0C98DCC8052  ,60,74867AD200E41EDBA5D8B06B26F04052  ,PLN          ,211.82,178,33.82
74867AD200E41EDBA5D8B0C98DCC8052  ,70,74867AD200E41EDBA5D8B06B26F5E052  ,PLN          ,"1,028.16",864,164.16
74867AD200E41EDBA5D8B0C98DCCA052  ,10,74867AD200E41EDBA5D8B06B26F98052  ,JPY          ,89.25,75,14.25
74867AD200E41EDBA5D8B0C98DCCA052  ,20,74867AD200E41EDBA5D8B06B26EE4052  ,JPY          ,141.61,119,22.61
74867AD200E41EDBA5D8B0C98DCCA052  ,30,74867AD200E41EDBA5D8B06B26F3E052  ,JPY          ,"53,550.00","45,000.00","8,550.00"
74867AD200E41EDBA5D8B0C98DCCC052  ,10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
74867AD200E41EDBA5D8B0C98DCCC052  ,20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
74867AD200E41EDBA5D8B0C98DCCC052  ,30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"1,963.50","1,650.00",313.5
74867AD200E41EDBA5D8B0C98DCCC052  ,40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,107.08,89.98,17.1
74867AD200E41EDBA5D8B0C98DCCC052  ,50,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,190.16,159.8,30.36
74867AD200E41EDBA5D8B0C98DCCC052  ,60,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"1,963.50","1,650.00",313.5
74867AD200E41EDBA5D8B0C98DCCC052  ,70,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,160.61,134.97,25.64
74867AD200E41EDBA5D8B0C98DCCC052  ,80,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,95.08,79.9,15.18
74867AD200E41EDBA5D8B0C98DCCE052  ,10,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,"3,303.44","2,776.00",527.44
74867AD200E41EDBA5D8B0C98DCCE052  ,20,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,54.74,46,8.74
74867AD200E41EDBA5D8B0C98DCCE052  ,30,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
74867AD200E41EDBA5D8B0C98DCCE052  ,40,74867AD200E41EDBA5D8B06B26F92052  ,USD          ,"4,955.16","4,164.00",791.16
74867AD200E41EDBA5D8B0C98DCCE052  ,50,74867AD200E41EDBA5D8B06B26F38052  ,USD          ,27.37,23,4.37
74867AD200E41EDBA5D8B0C98DCCE052  ,60,74867AD200E41EDBA5D8B06B26EDE052  ,USD          ,235.62,198,37.62
74867AD200E41EDBA5D8B0C98DCD0052  ,10,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"3,472.42","2,918.00",554.42
74867AD200E41EDBA5D8B0C98DCD0052  ,20,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0C98DCD0052  ,30,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DCD2052  ,10,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
74867AD200E41EDBA5D8B0C98DCD2052  ,20,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0C98DCD2052  ,30,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,963.9,810,153.9
74867AD200E41EDBA5D8B0C98DCD2052  ,40,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,38.08,32,6.08
74867AD200E41EDBA5D8B0C98DCD2052  ,50,74867AD200E41EDBA5D8B06B26F48052  ,CAD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0C98DCD2052  ,60,74867AD200E41EDBA5D8B06B26FA2052  ,CAD          ,321.3,270,51.3
74867AD200E41EDBA5D8B0C98DCD2052  ,70,74867AD200E41EDBA5D8B06B26EEE052  ,CAD          ,57.12,48,9.12
74867AD200E41EDBA5D8B0C98DCD4052  ,10,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0C98DCD4052  ,20,74867AD200E41EDBA5D8B06B26F14052  ,EUR          ,285.24,239.7,45.54
74867AD200E41EDBA5D8B0C98DCD4052  ,30,74867AD200E41EDBA5D8B06B26EBA052  ,EUR          ,"5,890.50","4,950.00",940.5
74867AD200E41EDBA5D8B0C98DCD4052  ,40,74867AD200E41EDBA5D8B06B26F6E052  ,EUR          ,53.54,44.99,8.55
74867AD200E41EDBA5D8B0C98DCD6052  ,10,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,20,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,30,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,40,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,674.73,567,107.73
74867AD200E41EDBA5D8B0C98DCD6052  ,50,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"2,115.82","1,778.00",337.82
74867AD200E41EDBA5D8B0C98DCD6052  ,60,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,70,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"1,057.91",889,168.91
74867AD200E41EDBA5D8B0C98DCD6052  ,80,74867AD200E41EDBA5D8B06B26F08052  ,CNY          ,449.82,378,71.82
74867AD200E41EDBA5D8B0C98DCD6052  ,90,74867AD200E41EDBA5D8B06B26F62052  ,CNY          ,"3,173.73","2,667.00",506.73
74867AD200E41EDBA5D8B0C98DCD8052  ,10,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,583.1,490,93.1
74867AD200E41EDBA5D8B0C98DCD8052  ,20,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
74867AD200E41EDBA5D8B0C98DCD8052  ,30,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,"1,506.54","1,266.00",240.54
74867AD200E41EDBA5D8B0C98DCD8052  ,40,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0C98DCD8052  ,50,74867AD200E41EDBA5D8B06B26F32052  ,ARS          ,124.95,105,19.95
74867AD200E41EDBA5D8B0C98DCD8052  ,60,74867AD200E41EDBA5D8B06B26F8C052  ,ARS          ,"1,506.54","1,266.00",240.54
74867AD200E41EDBA5D8B0C98DCD8052  ,70,74867AD200E41EDBA5D8B06B26ED8052  ,ARS          ,"1,166.20",980,186.2
74867AD200E41EDBA5D8B0C98DCDA052  ,10,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139,26.41
74867AD200E41EDBA5D8B0C98DCDA052  ,20,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,35.7,30,5.7
74867AD200E41EDBA5D8B0C98DCDA052  ,30,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,"1,701.70","1,430.00",271.7
74867AD200E41EDBA5D8B0C98DCDA052  ,40,74867AD200E41EDBA5D8B06B26EDC052  ,RUB          ,165.41,139,26.41
74867AD200E41EDBA5D8B0C98DCDA052  ,50,74867AD200E41EDBA5D8B06B26F90052  ,RUB          ,17.85,15,2.85
74867AD200E41EDBA5D8B0C98DCDA052  ,60,74867AD200E41EDBA5D8B06B26F36052  ,RUB          ,"5,105.10","4,290.00",815.1
74867AD200E41EDBA5D8B0C98DCDC052  ,10,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0C98DCDC052  ,20,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DCDC052  ,30,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
74867AD200E41EDBA5D8B0C98DCDC052  ,40,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"3,484.32","2,928.00",556.32
74867AD200E41EDBA5D8B0C98DCDC052  ,50,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"2,853.62","2,398.00",455.62
74867AD200E41EDBA5D8B0C98DCDC052  ,60,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,13.09,11,2.09
74867AD200E41EDBA5D8B0C98DCDC052  ,70,74867AD200E41EDBA5D8B06B26F9E052  ,ARS          ,"2,322.88","1,952.00",370.88
74867AD200E41EDBA5D8B0C98DCDC052  ,80,74867AD200E41EDBA5D8B06B26F44052  ,ARS          ,"4,280.43","3,597.00",683.43
74867AD200E41EDBA5D8B0C98DCDC052  ,90,74867AD200E41EDBA5D8B06B26EEA052  ,ARS          ,26.18,22,4.18
74867AD200E41EDBA5D8B0C98DCDE052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DCDE052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"1,736.21","1,459.00",277.21
74867AD200E41EDBA5D8B0C98DCDE052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0C98DCE0052  ,10,74867AD200E41EDBA5D8B06B26F20052  ,ARS          ,35.58,29.9,5.68
74867AD200E41EDBA5D8B0C98DCE0052  ,20,74867AD200E41EDBA5D8B06B26F7A052  ,ARS          ,"1,428.00","1,200.00",228
74867AD200E41EDBA5D8B0C98DCE2052  ,10,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,274.89,231,43.89
74867AD200E41EDBA5D8B0C98DCE2052  ,20,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"7,136.43","5,997.00","1,139.43"
74867AD200E41EDBA5D8B0C98DCE2052  ,30,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.5
74867AD200E41EDBA5D8B0C98DCE2052  ,40,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154,29.26
74867AD200E41EDBA5D8B0C98DCE4052  ,10,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,"1,888.53","1,587.00",301.53
74867AD200E41EDBA5D8B0C98DCE4052  ,20,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549,104.31
74867AD200E41EDBA5D8B0C98DCE4052  ,30,74867AD200E41EDBA5D8B06B26EF4052  ,EUR          ,32.09,26.97,5.12
74867AD200E41EDBA5D8B0C98DCE4052  ,40,74867AD200E41EDBA5D8B06B26FA8052  ,EUR          ,"1,888.53","1,587.00",301.53
74867AD200E41EDBA5D8B0C98DCE4052  ,50,74867AD200E41EDBA5D8B06B26F4E052  ,EUR          ,653.31,549,104.31
74867AD200E41EDBA5D8B0C98DCE6052  ,10,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,20,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
74867AD200E41EDBA5D8B0C98DCE6052  ,30,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,40,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,92.82,78,14.82
74867AD200E41EDBA5D8B0C98DCE6052  ,50,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DCE6052  ,60,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,46.41,39,7.41
74867AD200E41EDBA5D8B0C98DCE6052  ,70,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0C98DCE6052  ,80,74867AD200E41EDBA5D8B06B26F52052  ,JPY          ,139.23,117,22.23
74867AD200E41EDBA5D8B0C98DCE6052  ,90,74867AD200E41EDBA5D8B06B26EF8052  ,JPY          ,33.32,28,5.32
74867AD200E41EDBA5D8B0C98DCE8052  ,10,74867AD200E41EDBA5D8B06B26EE8052  ,EUR          ,16.66,14,2.66
74867AD200E41EDBA5D8B0C98DCE8052  ,20,74867AD200E41EDBA5D8B06B26F42052  ,EUR          ,"1,736.21","1,459.00",277.21
74867AD200E41EDBA5D8B0C98DCE8052  ,30,74867AD200E41EDBA5D8B06B26F9C052  ,EUR          ,"1,544.62","1,298.00",246.62
74867AD200E41EDBA5D8B0C98DCEA052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0C98DCEA052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0C98DCEC052  ,10,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0C98DCEC052  ,20,74867AD200E41EDBA5D8B06B26F4C052  ,USD          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0C98DCEC052  ,30,74867AD200E41EDBA5D8B06B26EF2052  ,USD          ,8.32,6.99,1.33
74867AD200E41EDBA5D8B0C98DCEC052  ,40,74867AD200E41EDBA5D8B06B26FA6052  ,USD          ,"1,306.62","1,098.00",208.62
74867AD200E41EDBA5D8B0C98DCEE052  ,10,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0C98DCEE052  ,20,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0C98DCEE052  ,30,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,"2,424.03","2,037.00",387.03
74867AD200E41EDBA5D8B0C98DCEE052  ,40,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"5,351.43","4,497.00",854.43
74867AD200E41EDBA5D8B0C98DCEE052  ,50,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0C98DCEE052  ,60,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0C98DCEE052  ,70,74867AD200E41EDBA5D8B06B26F64052  ,DKK          ,808.01,679,129.01
74867AD200E41EDBA5D8B0C98DCEE052  ,80,74867AD200E41EDBA5D8B06B26F0A052  ,DKK          ,"3,567.62","2,998.00",569.62
74867AD200E41EDBA5D8B0C98DCF0052  ,10,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0C98DCF0052  ,20,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0C98DCF0052  ,30,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0C98DCF0052  ,40,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0C98DCF0052  ,50,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,282.03,237,45.03
74867AD200E41EDBA5D8B0C98DCF0052  ,60,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0C98DCF0052  ,70,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0C98DCF0052  ,80,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0C98DCF0052  ,90,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,827.84","1,536.00",291.84
74867AD200E41EDBA5D8B0C98DCF0052  ,100,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,31.77,26.7,5.07
74867AD200E41EDBA5D8B0C98DCF2052  ,10,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0C98DCF2052  ,20,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,511.7,430,81.7
74867AD200E41EDBA5D8B0C98DCF2052  ,30,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DCF2052  ,40,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,116.62,98,18.62
74867AD200E41EDBA5D8B0C98DCF2052  ,50,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,023.40",860,163.4
74867AD200E41EDBA5D8B0C98DCF2052  ,60,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DCF2052  ,70,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147,27.93
74867AD200E41EDBA5D8B0C98DCF2052  ,80,74867AD200E41EDBA5D8B06B26ED2052  ,CAD          ,"1,535.10","1,290.00",245.1
74867AD200E41EDBA5D8B0C98DCF2052  ,90,74867AD200E41EDBA5D8B06B26F86052  ,CAD          ,0,0,0
74867AD200E41EDBA5D8B0C98DCF2052  ,100,74867AD200E41EDBA5D8B06B26F2C052  ,CAD          ,174.93,147,27.93
74867AD200E41EDBA5D8B0C98DCF4052  ,10,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,827.84","1,536.00",291.84
74867AD200E41EDBA5D8B0C98DCF4052  ,20,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0C98DCF4052  ,30,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0C98DCF4052  ,40,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,"1,218.56","1,024.00",194.56
74867AD200E41EDBA5D8B0C98DCF4052  ,50,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,10.59,8.9,1.69
74867AD200E41EDBA5D8B0C98DCF4052  ,60,74867AD200E41EDBA5D8B06B26F7C052  ,USD          ,188.02,158,30.02
74867AD200E41EDBA5D8B0C98DCF4052  ,70,74867AD200E41EDBA5D8B06B26EC8052  ,USD          ,609.28,512,97.28
74867AD200E41EDBA5D8B0C98DCF4052  ,80,74867AD200E41EDBA5D8B06B26F22052  ,USD          ,21.18,17.8,3.38
74867AD200E41EDBA5D8B0C98DCF6052  ,10,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,92.82,78,14.82
74867AD200E41EDBA5D8B0C98DCF6052  ,20,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0C98DCF6052  ,30,74867AD200E41EDBA5D8B06B26FA4052  ,CHF          ,"1,959.93","1,647.00",312.93
74867AD200E41EDBA5D8B0C98DCF6052  ,40,74867AD200E41EDBA5D8B06B26EF0052  ,CHF          ,30.94,26,4.94
74867AD200E41EDBA5D8B0C98DCF6052  ,50,74867AD200E41EDBA5D8B06B26F4A052  ,CHF          ,653.31,549,104.31
74867AD200E41EDBA5D8B0C98DCF8052  ,10,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"4,757.62","3,998.00",759.62
74867AD200E41EDBA5D8B0C98DCF8052  ,20,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,297.49,249.99,47.5
74867AD200E41EDBA5D8B0C98DCF8052  ,30,74867AD200E41EDBA5D8B06B26F18052  ,EUR          ,183.26,154,29.26
74867AD200E41EDBA5D8B0C98DCF8052  ,40,74867AD200E41EDBA5D8B06B26EBE052  ,EUR          ,"2,378.81","1,999.00",379.81
74867AD200E41EDBA5D8B0C98DCF8052  ,50,74867AD200E41EDBA5D8B06B26F72052  ,EUR          ,892.46,749.97,142.49
74867AD200E41EDBA5D8B0C98DCFA052  ,10,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,46.41,39,7.41
74867AD200E41EDBA5D8B0C98DCFA052  ,20,74867AD200E41EDBA5D8B06B26F80052  ,GBP          ,"2,377.62","1,998.00",379.62
74867AD200E41EDBA5D8B0C98DCFA052  ,30,74867AD200E41EDBA5D8B06B26ECC052  ,GBP          ,678.3,570,108.3
74867AD200E41EDBA5D8B0C98DCFA052  ,40,74867AD200E41EDBA5D8B06B26F26052  ,GBP          ,139.23,117,22.23
